Genus,species,Strain,FileName,Marine,Ome,Taxa,PennateCentric,PennateCentric_citekey,Rad1_um,Rad2_um,Rad3_um,Rad_citekey,Flagella,Flagella_citekey,GenomeSize_mbp,GeneModels_count,Genome_ref,Genome_citekey,Database,AccessionInfo,LiveLink,Latitude,Longitude,LogLat_citekey,ColonySpecies,Colony_citekey,Notes
Prorocentrum,minimum,CCMP2233,Prorocentrum_minimum_CCMP2233-aa-trans,yes,Transcriptome,Dinoflagellate,NA,NA,9,9,9.5,[@re3data.orgBigelowNationalCenter2017],yes,[@royPhytoplanktonPigmentsCharacterization2011],1,88621,NA,[@keelingMarineMicrobialEukaryote2014],iMicrobe,,ftp://ftp.imicrobe.us/camera/combined_assemblies/Prorocentrum-minimum-CCMP2233/,38.59,-75.1,[@re3data.orgBigelowNationalCenter2017],0,[@vaulotRoscoffCultureCollection2004],NA
Rhodella,maculata,CCMP736,Rhodella_maculata_CCMP736-aa-trans,yes,Transcriptome,Red,NA,NA,5.75,5.75,5.75,[@re3data.orgBigelowNationalCenter2017],no,NA,1,20890,NA,[@keelingMarineMicrobialEukaryote2014],iMicrobe,,ftp://ftp.imicrobe.us/camera/combined_assemblies/Rhodella-maculata-CCMP736/,51.532,0.7,[@re3data.orgBigelowNationalCenter2017],NA,NA,NA
Paraphysomonas,imperforata,CCMP1604,Paraphysomonas_imperforata_CCMP1604-aa-gen,yes,Genome,Chrysophyte,NA,NA,3.25,3.25,3.25,[@re3data.orgBigelowNationalCenter2017],yes,[@thomsenUltrastructuralSurveyChrysophycean1975],67.19,17326,JGI,NA,JGI,,https://phycocosm.jgi.doe.gov/Parimp1_4/Parimp1_4.home.html,22.75,-158,[@re3data.orgBigelowNationalCenter2017],NA,NA,NA
Paraphysomonas,imperforata,CCMP1604,Paraphysomonas_imperforata_CCMP1604-dna-trans,yes,Transcriptome,Chrysophyte,NA,NA,3.25,3.25,3.25,[@re3data.orgBigelowNationalCenter2017],yes,[@thomsenUltrastructuralSurveyChrysophycean1975],1,0,JGI,NA,JGI,,https://phycocosm.jgi.doe.gov/Parimp1_4/Parimp1_4.home.html,22.75,-158,[@re3data.orgBigelowNationalCenter2017],NA,NA,NA
Chattonella,antiqua,-,Chattonella_antiqua-aa-trans,yes,Transcriptome,Raphidophyte,NA,NA,14,14,48,[@demuraTaxonomicRevisionChattonella2009],no,[@demuraTaxonomicRevisionChattonella2009],1,39031,NA,[@shikataRNASeqAnalysisReveals2019],NIBB,,http://hab.nibb.ac.jp/,NA,NA,NA,NA,NA,NA
Heterocapsa,circularisquama,-,Heterocapsa_circularisquama-aa-trans,yes,Transcriptome,Dinoflagellate,NA,NA,8.65,8.65,11.95,[@horiguchiHeterocapsaCircularisquamaSp1995],yes,[@royPhytoplanktonPigmentsCharacterization2011],1,71125,NA,[@shikataRNASeqAnalysisReveals2019],NIBB,,http://hab.nibb.ac.jp/,NA,NA,NA,NA,NA,NA
Seminavis,robusta,D6,Seminavis_robusta_D6-aa-gen,yes,Genome,Diatom,Pennate,[@chepurnovSearchNewTractable2008],3,3,15,[@chepurnovSearchNewTractable2008],no,[@chepurnovSearchNewTractable2008],125.57,37455,JGI,[@osuna-cruzSeminavisRobustaGenome2020],JGI,,Seminavis robusta D6: Semro1_GeneCatalog_proteins_20200811.aa.fasta.gz,NA,NA,NA,NA,NA,NA
Baffinella,sp.,CCMP2293,Cryptophyceae_sp_CCMP2293-aa-gen,yes,Genome,Cryptophyte,NA,NA,2.25,2.25,4.5,[@re3data.orgBigelowNationalCenter2017],yes,NA,534.37,33051,NA,[@lovejoySmallPlanktonicSingle2010],JGI,,https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Crypto2293_1,78.5922,-74.4922,[@re3data.orgBigelowNationalCenter2017],NA,NA,NA
Baffinella,sp.,CCMP2293,Cryptophyceae_sp_CCMP2293-dna-trans,yes,Transcriptome,Cryptophyte,NA,NA,2.25,2.25,4.5,[@re3data.orgBigelowNationalCenter2017],yes,NA,1,0,NA,[@lovejoySmallPlanktonicSingle2010],JGI,,https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Crypto2293_1,78.5922,-74.4922,[@re3data.orgBigelowNationalCenter2017],NA,NA,NA
Nitzschia,inconspicua,GAI-293,Nitzschia_inconspicua_GAI293-aa-gen,yes,Genome,Diatom,Pennate,[@oliverDiploidGenomicArchitecture2021],2,2,3.75,[@oliverDiploidGenomicArchitecture2021],no,[@nanjappaDiatomFlagellarGenes2017],99.71,38785,NA,[@oliverDiploidGenomicArchitecture2021],NCBI,,https://www.ncbi.nlm.nih.gov/genome/104419,NA,NA,NA,NA,NA,NA
Nitzschia,inconspicua,GAI-293,Nitzschia_inconspicua_GAI293-dna-trans,yes,Transcriptome,Diatom,Pennate,[@oliverDiploidGenomicArchitecture2021],2,2,3.75,[@oliverDiploidGenomicArchitecture2021],no,[@nanjappaDiatomFlagellarGenes2017],1,0,NA,[@oliverDiploidGenomicArchitecture2021],JGI,,https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Nithil2,NA,NA,NA,NA,NA,NA
Kryptoperidinium,foliaceum,CCMP1326,Kryptoperidinium_foliaceum_CCMP1326-aa-trans,yes,Transcriptome,Dinoflagellate,NA,NA,12.25,12.25,13.25,[@figueroaLifeHistoryCell2009],yes,[@royPhytoplanktonPigmentsCharacterization2011],1,172694,NA,[@keelingMarineMicrobialEukaryote2014],iMicrobe,,ftp://ftp.imicrobe.us/camera/combined_assemblies/,32.83,-117.27,[@moldrupLossPhototaxisDegeneration2013],NA,NA,NA
Thalassionema,nitzschioides,L26_B,Thalassionema_nitzschioides_L26_B-aa-trans,yes,Transcriptome,Diatom,Pennate,[@phytopediaPhytoPediaPhytoplankton2012],2.5,2.75,30,[@phytopediaPhytoPediaPhytoplankton2012],no,[@nanjappaDiatomFlagellarGenes2017],1,19904,NA,[@keelingMarineMicrobialEukaryote2014],iMicrobe,,ftp://ftp.imicrobe.us/camera/combined_assemblies/,NA,NA,NA,1,[@hasleMarinePlanktonicDiatom2001],NA
Picochlorum,sp.,SENEW3,Picochlorum_sp._SENEW3-aa-gen,yes,Genome,Green,NA,NA,1.25,1.25,1.25,[@foflonkerGenomeHalotolerantGreen2015],no,NA,13.47,7014,NA,[@foflonkerGenomicAnalysisPicochlorum2018],Cyanophora,,http://cyanophora.rutgers.edu/picochlorum/,33,-117.27,NA,0,[@vaulotRoscoffCultureCollection2004],Also known as Picochlorum SE3
Picochlorum,oculata,UTEXLB1998,Picochlorum_oculata_UTEXLB1998-aa-gen,yes,Genome,Green,NA,NA,1,1,1,[@oliveiraMagneticStimulationGrowth2017],no,[@oliveiraMagneticStimulationGrowth2017],14.52,6340,NA,[@foflonkerGenomicAnalysisPicochlorum2018],Cyanophora,,http://cyanophora.rutgers.edu/picochlorum/,37.24,-76.5,NA,NA,NA,NA
Picochlorum,sp.,NBRC102739,Picochlorum_sp._NBRC102739-aa-gen,yes,Genome,Green,NA,NA,1.25,1.25,1.25,[@foflonkerGenomeHalotolerantGreen2015],no,NA,22.76,12018,NA,[@foflonkerGenomicAnalysisPicochlorum2018],Cyanophora,,http://cyanophora.rutgers.edu/picochlorum/,NA,NA,NA,0,[@vaulotRoscoffCultureCollection2004],Formerly known as Picochlorum (Nannochloris) MBIC10091
Diacronema,lutheri,NIVA-4/92,Diacronema_lutheri_NIVA492-aa-gen,yes,Genome,Haptophyte,NA,NA,2.5,2.5,2.5,[@hulattGenomeHaptophyteDiacronema2021],yes,[@hulattGenomeHaptophyteDiacronema2021],30.8891,14446,NA,[@hulattGenomeHaptophyteDiacronema2021],NCBI,,https://www.ncbi.nlm.nih.gov/genome/97098,59.29,10.569,NA,NA,NA,NA
Chaetoceros,tenuissimus,NIES-3715,Chaetoceros_tenuissimus_NIES3715-aa-gen,yes,Genome,Diatom,Centric,NA,2.5,2.5,2.5,[@hongoGenomeDiatomChaetoceros2021],no,NA,41.1538,18866,NA,[@hongoGenomeDiatomChaetoceros2021],NCBI,,https://www.ncbi.nlm.nih.gov/genome/110089,34.62888888,135.03525,NA,0,NA,NA
Vitrella,brassicaformis,CCMP3155,Vitrella_brassicaformis_CCMP3155-aa-gen,yes,Genome,Chromerid,NA,NA,12.5,12.5,12.5,[@re3data.orgBigelowNationalCenter2017],yes,[@fussyBuddingAlveolateAlga2017],72.7,23034,NA,[@wooChromeridGenomesReveal2015],NCBI,,https://www.ncbi.nlm.nih.gov/genome/13390,-23.5,152,[@re3data.orgBigelowNationalCenter2017],1,[@obornikMorphologyUltrastructureLife2012],NA
Chromera,velia,CCMP2878,Chromera_velia_CCMP2878-aa-gen,yes,Genome,Chromerid,NA,NA,3,3,3,[@re3data.orgBigelowNationalCenter2017],yes,https://www.nies.go.jp/chiiki1/protoz/morpho/flagella/chromera.htm,193.89,24133,NA,[@wooChromeridGenomesReveal2015],JGI,,https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Chrveli1,-33.8441,151.2789,[@re3data.orgBigelowNationalCenter2017],NA,NA,NA
Chloropicon,primus,CCMP1205,Chloropicon_primus_CCMP1205-aa-gen,yes,Genome,Green,NA,NA,2,2,2,[@re3data.orgBigelowNationalCenter2017],no,[@lemieuxStreamlinedPredominantlyDiploid2019],17.4,8327,NA,[@lemieuxStreamlinedPredominantlyDiploid2019],JGI,,https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Chlpri1,NA,NA,NA,NA,NA,NA
